captured_at,video_id,channel_id,title,published_at,view_count,like_count,comment_count
2026-03-07T03:00:01+00:00,U1tUvYHqgFM,UCWJ2lWNubArHWmf3FIHbfcQ,"MAVERICKS at CELTICS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:59:24Z,0,0,0
2026-03-07T03:00:01+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,6327,132,27
2026-03-07T03:00:01+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,656,22,11
2026-03-07T03:00:01+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,4696,293,39
2026-03-07T03:00:31+00:00,U1tUvYHqgFM,UCWJ2lWNubArHWmf3FIHbfcQ,"MAVERICKS at CELTICS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:59:24Z,0,8,4
2026-03-07T03:00:31+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,6327,138,27
2026-03-07T03:00:31+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,664,23,11
2026-03-07T03:00:31+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,4833,298,40
2026-03-07T03:01:02+00:00,U1tUvYHqgFM,UCWJ2lWNubArHWmf3FIHbfcQ,"MAVERICKS at CELTICS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:59:24Z,12,20,8
2026-03-07T03:01:02+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,7389,147,28
2026-03-07T03:01:02+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,681,23,12
2026-03-07T03:01:02+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,4909,306,42
2026-03-07T03:01:32+00:00,U1tUvYHqgFM,UCWJ2lWNubArHWmf3FIHbfcQ,"MAVERICKS at CELTICS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:59:24Z,83,27,14
2026-03-07T03:01:32+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,7926,157,28
2026-03-07T03:01:32+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,703,23,12
2026-03-07T03:01:32+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,5036,309,41
2026-03-07T03:02:03+00:00,U1tUvYHqgFM,UCWJ2lWNubArHWmf3FIHbfcQ,"MAVERICKS at CELTICS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:59:24Z,272,38,19
2026-03-07T03:02:03+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,8450,167,28
2026-03-07T03:02:03+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,716,25,12
2026-03-07T03:02:03+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,5143,315,41
2026-03-07T03:02:34+00:00,U1tUvYHqgFM,UCWJ2lWNubArHWmf3FIHbfcQ,"MAVERICKS at CELTICS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:59:24Z,272,46,21
2026-03-07T03:02:34+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,8523,173,29
2026-03-07T03:02:34+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,746,25,13
